Date,Close,pct_change,10d_vol,ma20,ma100,signal,position
2010-01-04,173.080002,,,,,,
2010-01-05,176.139999,0.0176796681572,,,,,
2010-01-06,174.259995,-0.0106733508043,,,,,
2010-01-07,177.669998,0.0195684786976,,,,,
2010-01-08,174.309998,-0.0189114652886,,,,,
2010-01-11,171.559998,-0.0157764903422,,,,,
2010-01-12,167.820007,-0.0217999011634,,,,,
2010-01-13,169.070007,0.00744845636909,,,,,
2010-01-14,168.529999,-0.00319399052252,,,,,
2010-01-15,165.210007,-0.0196997093675,,,,,
2010-01-19,166.860001,0.00998725216445,0.0160540302995,,,,
2010-01-20,167.789993,0.00557348672196,0.0146734168181,,,,
2010-01-21,160.869995,-0.0412420185273,0.0186817160316,,,,
2010-01-22,154.119995,-0.04195934736,0.0187964353357,,,,
2010-01-25,154.979996,0.00558007414937,0.0196551917911,,,,
2010-01-26,150.880005,-0.0264549690658,0.0201954980961,,,,
2010-01-27,151.5,0.00410919259977,0.0205397012036,,,,
2010-01-28,153.289993,0.0118151353135,0.0209929327093,,,,
2010-01-29,148.720001,-0.0298127223478,0.0217708592358,,,,
2010-02-01,153.130005,0.0296530659652,0.0252071848155,163.9894997,,,
2010-02-02,156.940002,0.0248807998145,0.0267341861164,163.1824997,,,
2010-02-03,157.229996,0.00184780168411,0.026583832372,162.23699955,,,
2010-02-04,150.679993,-0.0416587366701,0.0266451947428,161.05799945,,,
2010-02-05,154.160004,0.0230953753761,0.0248237569889,159.88249975,,,
2010-02-08,151.100006,-0.0198494935171,0.0255162401989,158.72200015,,,
2010-02-09,152.490005,0.00919919884053,0.0242140770023,157.7685005,,,
2010-02-10,153.630005,0.00747589981389,0.0242803582063,157.0590004,,,
2010-02-11,154.050003,0.00273382793941,0.0240270347906,156.3080002,,,
2010-02-12,153.929993,-0.000779032766393,0.0215490925362,155.5779999,,,
2010-02-16,157.399994,0.0225427217423,0.0206965661815,155.18749925,,,
2010-02-17,157.259995,-0.000889447302012,0.0192135412182,154.70749895,,,
2010-02-18,155.729996,-0.00972910497676,0.0194618972053,154.1044991,,,
2010-02-19,156.179993,0.0028895974543,0.013137529891,153.869999,,,
2010-02-22,156.710007,0.00339361008935,0.0112409284227,153.9994996,,,
2010-02-23,156.699997,-6.38759463525e-05,0.00841201610234,154.08549965,,,
2010-02-24,158.330002,0.0104020742259,0.00850780406333,154.4579995,,,
2010-02-25,156.440002,-0.0119370932617,0.00970572495254,154.7049996,,,
2010-02-26,156.350006,-0.000575274858409,0.00972886621246,154.85800025,,,
2010-03-01,156.539993,0.00121513906434,0.00969676721505,155.24899985,,,
2010-03-02,158.75,0.0141178427164,0.00788352724664,155.5299996,,,
2010-03-03,157.720001,-0.00648818267717,0.00821516810135,155.56899955,,,
2010-03-04,163.610001,0.0373446611885,0.0135622643042,155.8879998,,,
2010-03-05,167.179993,0.0218201331103,0.0145178492938,156.7129998,,,
2010-03-08,169.839996,0.015911012749,0.0147179904855,157.4969994,,,
2010-03-09,168.850006,-0.00582895680238,0.0151821430193,158.3844994,,,
2010-03-10,171.940002,0.0183002421688,0.0155453176527,159.35699925,,,
2010-03-11,173.509995,0.00913105142339,0.0138161345044,160.35099875,,,
2010-03-12,174.960007,0.00835693644046,0.0133000259403,161.39649895,,,
2010-03-15,173.529999,-0.00817334215127,0.0143850255197,162.37649925,,,
2010-03-16,176.190002,0.0153287789738,0.0144243832662,163.31599965,,,
2010-03-17,176.639999,0.00255404390086,0.0134893334058,164.28499985,,,
2010-03-18,177.449997,0.00458558652958,0.0100472901653,165.3709999,,,
2010-03-19,177.899994,0.00253590874955,0.0089309832288,166.45699995,,,
2010-03-22,176.160004,-0.00978071983521,0.00952504654688,167.4294998,,,
2010-03-23,174.830002,-0.00754996576862,0.00972971628218,168.33600005,,,
2010-03-24,174.410004,-0.00240232222842,0.00834087428883,169.14000015,,,
2010-03-25,174.899994,0.00280941453335,0.00792389830614,170.06299975,,,
2010-03-26,172.869995,-0.011606627042,0.00832073413694,170.8889992,,,
2010-03-29,174.050003,0.00682598504153,0.00826975934211,171.7644997,,,
2010-03-30,171.380005,-0.0153404076643,0.0077605783659,172.39599995,,,
2010-03-31,170.630005,-0.00437623980697,0.00754195310486,173.04150015,,,
2010-04-01,170.220001,-0.00240288336158,0.00702259714427,173.37200015,,,
2010-04-05,173.160004,0.0172717834727,0.00963617861908,173.6710007,,,
2010-04-06,172.899994,-0.00150155921687,0.00930595281871,173.8240006,,,
2010-04-07,176.360001,0.0200116085603,0.0112922334444,174.19950035,,,
