date,close,position
2014-01-18,0.0285,0.0
2014-01-19,0.0283,0.0
2014-01-20,0.0283,0.0
2014-01-21,0.0283,0.0
2014-01-22,0.0283,0.0
2014-01-23,0.0283,0.0
2014-01-24,0.029,0.0
2014-01-25,0.0285,0.0
2014-01-26,0.0285,0.0
2014-01-27,0.0181,0.0
2014-01-28,0.0197,0.0
2014-01-29,0.022,0.0
2014-01-30,0.0289,0.0
2014-01-31,0.02,0.0
2014-02-01,0.0282,0.0
2014-02-02,0.0281,0.0
2014-02-03,0.02,0.0
2014-02-04,0.0253,0.0
2014-02-05,0.0267,0.0
2014-02-06,0.0266,0.0
2014-02-07,0.0269,0.0
2014-02-08,0.0263,0.0
2014-02-09,0.0261,0.0
2014-02-10,0.0261,0.0
2014-02-11,0.0259,0.0
2014-02-12,0.027,0.0
2014-02-13,0.0248,0.0
2014-02-14,0.0248,0.0
2014-02-15,0.0247,0.0
2014-02-16,0.0256,0.0
2014-02-17,0.0254,0.0
2014-02-18,0.0248,0.0
2014-02-19,0.0253,0.0
2014-02-20,0.025,0.0
2014-02-21,0.0248,0.0
2014-02-22,0.0241,0.0
2014-02-23,0.0247,0.0
2014-02-24,0.026,0.0
2014-02-25,0.0254,0.0
2014-02-26,0.0249,0.0
2014-02-27,0.0242,0.0
2014-02-28,0.0247,0.0
2014-03-01,0.0246,0.0
2014-03-02,0.0231,0.0
2014-03-03,0.0219,0.0
2014-03-04,0.021,0.0
2014-03-05,0.0254,0.0
2014-03-06,0.0256,0.0
2014-03-07,0.0251,0.0
2014-03-08,0.0251,0.0
2014-03-09,0.026,0.0
2014-03-10,0.0258,0.0
2014-03-11,0.0257,0.0
2014-03-12,0.0273,0.0
2014-03-13,0.0265,0.0
2014-03-14,0.0275,0.0
2014-03-15,0.027,0.0
2014-03-16,0.0277,0.0
2014-03-17,0.0286,0.0
2014-03-18,0.0312,0.0
2014-03-19,0.0278,0.0
2014-03-20,0.0295,0.0
2014-03-21,0.0275,0.0
2014-03-22,0.0279,0.0
2014-03-23,0.0266,0.0
2014-03-24,0.0274,0.0
2014-03-25,0.028,0.0
2014-03-26,0.028,0.0
2014-03-27,0.0274,0.0
2014-03-28,0.0274,0.0
2014-03-29,0.027,0.0
2014-03-30,0.0281,0.0
2014-03-31,0.0284,0.0
2014-04-01,0.0274,0.0
2014-04-02,0.025,0.0
2014-04-03,0.0252,0.0
2014-04-04,0.0243,0.0
2014-04-05,0.0238,0.0
2014-04-06,0.0254,0.0
2014-04-07,0.0254,0.0
2014-04-08,0.0247,0.0
2014-04-09,0.0254,0.0
2014-04-10,0.0237,0.0
2014-04-11,0.025,0.0
2014-04-12,0.0254,0.0
2014-04-13,0.026,0.0
2014-04-14,0.0241,0.0
2014-04-15,0.0252,0.0
2014-04-16,0.0253652,0.0
2014-04-17,0.0251,0.0
2014-04-18,0.02529999,0.0
2014-04-19,0.025755,0.0
2014-04-20,0.02579998,0.0
2014-04-21,0.02460124,0.0
2014-04-22,0.0249,0.0
2014-04-23,0.0246199,0.0
2014-04-24,0.02500005,0.0
2014-04-25,0.024149,0.0
2014-04-26,0.02369,0.0
2014-04-27,0.02290538,0.0
2014-04-28,0.0235999,0.0
2014-04-29,0.02325601,0.0
2014-04-30,0.0245,0.0
2014-05-01,0.02430454,0.0
2014-05-02,0.0247996,0.0
2014-05-03,0.023011,0.0
2014-05-04,0.02428989,0.0
2014-05-05,0.0238879,0.0
2014-05-06,0.024,0.0
2014-05-07,0.02400007,0.0
2014-05-08,0.0242,0.0
2014-05-09,0.02407555,0.0
2014-05-10,0.02380002,0.0
2014-05-11,0.02260004,0.0
2014-05-12,0.02463,0.0
2014-05-13,0.02387989,0.0
2014-05-14,0.02399999,0.0
2014-05-15,0.02358878,0.0
2014-05-16,0.02340994,0.0
2014-05-17,0.02332231,0.0
2014-05-18,0.02347045,0.0
2014-05-19,0.02300125,0.0
2014-05-20,0.02221,0.0
2014-05-21,0.02133,0.0
2014-05-22,0.02049994,0.0
2014-05-23,0.02144085,0.0
2014-05-24,0.02117,0.0
2014-05-25,0.02038697,-2836902542.0
2014-05-26,0.02,-2954124444.0
2014-05-27,0.01957,-2946993208.0
2014-05-28,0.0194,0.0
2014-05-29,0.01905444,0.0
2014-05-30,0.0184611,0.0
2014-05-31,0.01738772,0.0
2014-06-01,0.01755,-3109863014.0
2014-06-02,0.01747156,-3139096409.0
2014-06-03,0.01714958,-3282469553.0
2014-06-04,0.01749989,-3357041551.0
2014-06-05,0.01697635,-3344491326.0
2014-06-06,0.01731174,-3317349636.0
2014-06-07,0.01700931,-3322026732.0
2014-06-08,0.01722211,-3331391714.0
2014-06-09,0.01754222,-3309280236.0
