Date,Close,position
2010-01-04,58.549999,0.0
2010-01-05,59.25,0.0
2010-01-06,59.43,0.0
2010-01-07,59.669998,0.0
2010-01-08,60.34,0.0
2010-01-11,64.129997,0.0
2010-01-12,62.240002,0.0
2010-01-13,62.330002,0.0
2010-01-14,61.98,0.0
2010-01-15,60.119999,0.0
2010-01-19,60.93,0.0
2010-01-20,59.759998,0.0
2010-01-21,56.849998,0.0
2010-01-22,54.25,0.0
2010-01-25,55.139999,0.0
2010-01-26,55.849998,0.0
2010-01-27,53.439999,0.0
2010-01-28,51.860001,0.0
2010-01-29,52.240002,0.0
2010-02-01,52.939999,0.0
2010-02-02,53.549999,0.0
2010-02-03,53.389999,0.0
2010-02-04,51.400002,0.0
2010-02-05,51.75,0.0
2010-02-08,50.779999,0.0
2010-02-09,53.529999,0.0
2010-02-10,53.150002,0.0
2010-02-11,56.150002,0.0
2010-02-12,56.200001,0.0
2010-02-16,57.119999,0.0
2010-02-17,57.5,0.0
2010-02-18,57.810001,0.0
2010-02-19,58.25,0.0
2010-02-22,58.029999,0.0
2010-02-23,56.66,0.0
2010-02-24,56.959999,0.0
2010-02-25,56.790001,0.0
2010-02-26,57.049999,0.0
2010-03-01,57.849998,0.0
2010-03-02,58.150002,0.0
2010-03-03,58.57,0.0
2010-03-04,58.450001,0.0
2010-03-05,59.23,0.0
2010-03-08,58.91,0.0
2010-03-09,59.18,0.0
2010-03-10,58.779999,0.0
2010-03-11,58.900002,0.0
2010-03-12,60.360001,0.0
2010-03-15,59.470001,0.0
2010-03-16,59.450001,0.0
2010-03-17,60.220001,0.0
2010-03-18,59.77,0.0
2010-03-19,59.369999,0.0
2010-03-22,59.950001,0.0
2010-03-23,62.41,0.0
2010-03-24,62.060001,0.0
2010-03-25,62.139999,0.0
2010-03-26,62.439999,0.0
2010-03-29,63.48,0.0
2010-03-30,63.16,0.0
2010-03-31,62.849998,0.0
2010-04-01,63.990002,0.0
2010-04-05,64.989998,0.0
2010-04-06,65.290001,0.0
2010-04-07,64.470001,0.0
2010-04-08,64.480003,0.0
2010-04-09,65.269997,0.0
2010-04-12,66.730003,0.0
2010-04-13,66.190002,0.0
2010-04-14,67.279999,0.0
2010-04-15,68.220001,0.0
2010-04-16,66.879997,0.0
2010-04-19,66.989998,0.0
2010-04-20,67.5,0.0
2010-04-21,67.75,0.0
2010-04-22,67.510002,0.0
2010-04-23,68.779999,0.0
2010-04-26,71.650002,0.0
2010-04-27,68.529999,0.0
2010-04-28,68.970001,0.0
2010-04-29,70.75,0.0
2010-04-30,68.089996,0.0
2010-05-03,69.940002,0.0
2010-05-04,66.699997,0.0
2010-05-05,65.959999,0.0
2010-05-06,63.5,0.0
2010-05-07,62.099998,0.0
2010-05-10,66.690002,0.0
2010-05-11,66.07,0.0
2010-05-12,68.150002,0.0
2010-05-13,66.910004,0.0
2010-05-14,64.879997,0.0
2010-05-17,63.779999,0.0
2010-05-18,63.189999,0.0
2010-05-19,61.439999,0.0
2010-05-20,58.669998,0.0
2010-05-21,60.09,0.0
2010-05-24,59.220001,0.0
2010-05-25,59.209999,0.0
2010-05-26,59.73,70459.0
2010-05-27,62.060001,66250.0
2010-05-28,60.759998,67202.0
2010-06-01,59.27,68230.0
2010-06-02,60.860001,65782.0
2010-06-03,61.110001,67355.0
2010-06-04,57.759998,67924.0
2010-06-07,55.830002,69180.0
2010-06-08,56.610001,68016.0
2010-06-09,56.810001,-68098.0
2010-06-10,59.950001,-61605.0
2010-06-11,60.23,-61310.0
2010-06-14,61.0,-60681.0
2010-06-15,63.459999,-57220.0
2010-06-16,64.389999,-56248.0
2010-06-17,64.949997,-55834.0
2010-06-18,65.849998,-54943.0
2010-06-21,66.07,-54852.0
2010-06-22,64.110001,-56236.0
2010-06-23,64.330002,-56079.0
2010-06-24,63.369999,-56989.0
2010-06-25,64.709999,-55615.0
